,D4,D3,D2,D1,D0,None,d
983,0.0,0.0,56.3,100.0,100.0,0.0,2001-05-29
984,0.0,0.0,56.3,100.0,100.0,0.0,2001-05-22
985,0.0,0.0,56.3,100.0,100.0,0.0,2001-05-15
986,0.0,0.0,46.37,100.0,100.0,0.0,2001-05-08
987,0.0,0.0,46.37,100.0,100.0,0.0,2001-05-01
988,0.0,0.0,46.37,100.0,100.0,0.0,2001-04-24
989,0.0,0.0,46.37,100.0,100.0,0.0,2001-04-17
990,0.0,0.0,46.37,100.0,100.0,0.0,2001-04-10
991,0.0,0.0,46.37,100.0,100.0,0.0,2001-04-03
992,0.0,0.0,45.1,100.0,100.0,0.0,2001-03-27
993,0.0,0.0,45.1,100.0,100.0,0.0,2001-03-20
994,0.0,0.0,45.1,100.0,100.0,0.0,2001-03-13
995,0.0,0.0,5.44,100.0,100.0,0.0,2001-03-06
996,0.0,0.0,0.0,100.0,100.0,0.0,2001-02-27
997,0.0,0.0,0.0,99.98,100.0,0.0,2001-02-20
998,0.0,0.0,0.0,99.93,100.0,0.0,2001-02-13
999,0.0,0.0,0.0,5.3,99.98,0.02,2001-02-06
1000,0.0,0.0,0.0,5.3,99.98,0.02,2001-01-30
1001,0.0,0.0,0.0,0.0,99.9,0.1,2001-01-23
1002,0.0,0.0,0.0,0.0,12.17,87.83,2001-01-16
1003,0.0,0.0,0.0,0.0,12.17,87.83,2001-01-09
1004,0.0,0.0,0.0,0.0,0.0,100.0,2001-01-02
1005,0.0,0.0,0.0,0.0,0.0,100.0,2000-12-26
1006,0.0,0.0,0.0,0.0,0.0,100.0,2000-12-19
1007,0.0,0.0,0.0,0.0,0.0,100.0,2000-12-12
1008,0.0,0.0,0.0,0.0,0.0,100.0,2000-12-05
1009,0.0,0.0,0.0,0.0,0.0,100.0,2000-11-28
1010,0.0,0.0,0.0,0.0,0.0,100.0,2000-11-21
1011,0.0,0.0,0.0,0.0,0.0,100.0,2000-11-14
1012,0.0,0.0,0.0,0.0,0.0,100.0,2000-11-07
1013,0.0,0.0,0.0,0.0,0.0,100.0,2000-10-31
1014,0.0,0.0,0.0,0.0,0.0,100.0,2000-10-24
1015,0.0,0.0,0.0,0.0,0.0,100.0,2000-10-17
1016,0.0,0.0,0.0,0.0,0.0,100.0,2000-10-10
1017,0.0,0.0,0.0,0.0,0.0,100.0,2000-10-03
1018,0.0,0.0,0.0,0.0,0.0,100.0,2000-09-26
1019,0.0,0.0,0.0,0.0,0.0,100.0,2000-09-19
1020,0.0,0.0,0.0,0.0,0.0,100.0,2000-09-12
1021,0.0,0.0,0.0,0.0,15.37,84.63,2000-09-05
1022,0.0,0.0,0.0,0.0,20.32,79.68,2000-08-29
1023,0.0,0.0,0.0,0.0,10.44,89.56,2000-08-22
1024,0.0,0.0,0.0,0.0,10.44,89.56,2000-08-15
1025,0.0,0.0,0.0,0.0,10.44,89.56,2000-08-08
1026,0.0,0.0,0.0,0.0,0.0,100.0,2000-08-01
1027,0.0,0.0,0.0,0.0,0.07,99.93,2000-07-25
1028,0.0,0.0,0.0,0.0,0.07,99.93,2000-07-18
1029,0.0,0.0,0.0,0.0,0.0,100.0,2000-07-11
1030,0.0,0.0,0.0,0.0,0.0,100.0,2000-07-04
1031,0.0,0.0,0.0,0.0,0.0,100.0,2000-06-27
1032,0.0,0.0,0.0,0.0,0.0,100.0,2000-06-20
1033,0.0,0.0,0.0,0.0,0.0,100.0,2000-06-13
1034,0.0,0.0,0.0,0.0,0.0,100.0,2000-06-06
1035,0.0,0.0,0.0,0.0,0.0,100.0,2000-05-30
1036,0.0,0.0,0.0,0.0,0.0,100.0,2000-05-23
1037,0.0,0.0,0.0,0.0,0.0,100.0,2000-05-16
1038,0.0,0.0,0.0,0.0,0.0,100.0,2000-05-09
1039,0.0,0.0,0.0,0.0,0.0,100.0,2000-05-02
1040,0.0,0.0,0.0,0.0,0.0,100.0,2000-04-25
1041,0.0,0.0,0.0,0.0,0.0,100.0,2000-04-18
1042,0.0,0.0,0.0,0.0,0.0,100.0,2000-04-11
1043,0.0,0.0,0.0,0.0,0.0,100.0,2000-04-04
1044,0.0,0.0,0.0,0.0,0.0,100.0,2000-03-28
1045,0.0,0.0,0.0,0.0,0.0,100.0,2000-03-21
1046,0.0,0.0,0.0,0.0,0.0,100.0,2000-03-14
1047,0.0,0.0,0.0,0.0,0.0,100.0,2000-03-07
1048,0.0,0.0,0.0,0.0,0.0,100.0,2000-02-29
1049,0.0,0.0,0.0,0.0,0.0,100.0,2000-02-22
1050,0.0,0.0,0.0,0.0,0.0,100.0,2000-02-15
1051,0.0,0.0,0.0,0.0,0.0,100.0,2000-02-08
1052,0.0,0.0,0.0,0.0,0.0,100.0,2000-02-01
1053,0.0,0.0,0.0,0.0,0.0,100.0,2000-01-25
1054,0.0,0.0,0.0,0.0,0.0,100.0,2000-01-18
1055,0.0,0.0,0.0,0.0,0.0,100.0,2000-01-11
1056,0.0,0.0,0.0,0.0,0.0,100.0,2000-01-04
